Ticker,Ratio,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
AADI,ROE,-0.8070759350761697,-0.0878467969036103,-0.1379234491860976,,,,,,,,,,,
AADI,Op Margin,-99.30089285714286,-2.960015305146356,-2.995301225037758,,,,,,,,,,,
AADI,Net Margin,-98.29464285714286,-2.661756265544289,-2.735693908373888,,,,,,,,,,,
AADI,Debt Ratio,7.343284970238095,7.124676128233884,6.506965475469412,,,,,,,,,,,
ABBV,ROE,0.2511130899376669,-0.4649827784156142,0.3845373891001267,0.3000431406384815,0.0102020796546988,0.2161970163390954,-0.3427557513460597,0.0027487210811636,0.2619849701995335,0.1430554752125875,0.5377195152114767,,,
ABBV,Op Margin,0.3003326159264332,-0.076118855465884,0.33015625,0.3469688051795173,0.2318128957229616,-0.2939193257074052,0.4545036764705882,0.2708182998989753,0.340857181244122,0.3638648237550426,0.2732054118756574,,,
ABBV,Net Margin,0.2207004500097828,-0.148569332355099,0.23703125,0.2046792230723955,0.0067192143687814,-0.2198675496688741,0.3218060661764705,0.0025977774570645,0.2716646513502619,0.1635473844322465,0.1182850302876419,,,
ABBV,Debt Ratio,1.181818181818182,1.067506297229219,1.0803380511149578,1.075427492963246,1.0775928998766915,0.8754240538068969,0.9160011101174874,1.0952730817353855,1.1177484686443977,1.142258760019092,1.0977419978725462,,,
ABCL,ROE,0.0584440590290065,-0.0242386746854113,-0.1091847561877787,,,,,,,,,,,
ABCL,Op Margin,0.5853184144232081,-1.753446275237874,-4.146114462613113,,,,,,,,,,,
ABCL,Net Margin,0.4302560090719222,-1.3874680900440937,-2.562728210827115,,,,,,,,,,,
ABCL,Debt Ratio,4.502755808712044,5.008962064818125,4.590531700135088,,,,,,,,,,,
ABEO,ROE,-0.214497718580647,-0.0706573291085592,-0.0496772448823619,-0.1303965086351598,-0.0920865325337667,-0.1543427172821327,-0.9086715328467152,-0.0420761555995665,-2.0291315001361285,,,,,
ABEO,Op Margin,-17.83269230769231,-22.78125,-40.69767441860465,8.463345864661655,0.0,-4.826666666666667,-15.550666666666666,-190.23529411764707,-13.133968609865471,,,,,
ABEO,Net Margin,-13.967307692307692,-27.3515625,-39.30232558139535,8.213815789473685,0.0,-5.276,-15.561,-16.558823529411764,-12.533071748878925,,,,,
ABEO,Debt Ratio,6.490595102967407,9.285785953177257,20.623673281033685,4.321727709768548,4.969345079195587,3.108064217731823,2.821098153202652,1.7145222011587855,1.500306476878022,,,,,
ABIO,ROE,-0.2843684577808792,0.0,-0.1890764392529362,-0.177125025439251,-0.0832151300236406,-0.1912228530233396,-0.4084671532846715,-0.2468501326259947,-0.1611038107752956,-0.1101653016917091,-0.1112003604803792,-0.0281717178988793,-0.1428571428571428,
ABIO,Op Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ABIO,Net Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ABIO,Debt Ratio,8.444155844155844,10.531147540983609,11.366600133067198,11.597411933860531,26.3125,10.114579055441478,5.916267942583732,8.60655737704918,9.218142548596113,12.904042988741043,14.15202267456841,30.51345609065156,32.223684210526315,
ABOS,ROE,-0.4467744012647491,-0.0681552112303006,-0.0462299258223232,,,,,,,,,,,
ABOS,Op Margin,0.0,0.0,0.0,,,,,,,,,,,
ABOS,Net Margin,0.0,0.0,0.0,,,,,,,,,,,
ABOS,Debt Ratio,44.75034000388576,25.1647465437788,46.96146277468022,,,,,,,,,,,
ABUS,ROE,-0.009611469492166,-1.0772887367306223,-0.201903843308325,-0.0911383681093121,-0.3389145496535797,-0.1671341427534668,-0.1258328956143508,-0.1602607196095051,-0.1684640974718654,,,,,
ABUS,Op Margin,-0.9268484944032792,1320.2,-23.77624309392265,-10.073301549463649,-8.088380716934488,-6.831936295054485,-6.4865876481597,-3.612810248198559,-4.628166595105196,,,,,
ABUS,Net Margin,-0.4149456093331231,1121.5128205128206,-14.539068666140489,-10.87544696066746,-15.23733003708282,-7.142497904442582,-6.650343106674985,-3.511929543634908,-4.316015457277802,,,,,
ABUS,Debt Ratio,4.327090370082376,3.784170392517212,4.336618636629608,8.236240106971197,3.2184135890945686,3.903856011847127,5.834760029675284,3.3366742363446997,4.036255851821697,,,,,
ABVC,ROE,-1.3568643689273765,-1.3908246833649605,-0.3716872833439054,,,,,,,,,,,
ABVC,Op Margin,-32.90069337290646,-5.319222267119869,-135.66312012087636,,,,,,,,,,,
ABVC,Net Margin,-33.82785970651804,-7.64167716479285,-212.0423067237472,,,,,,,,,,,
ABVC,Debt Ratio,2.8373881012682878,1.4888917861247717,2.203413426798803,,,,,,,,,,,
ACAD,ROE,-0.2268641383443198,-0.0801327308669867,-0.0661556791540155,-0.0916543075844375,-0.2291927393598382,-0.1518023344412059,-0.2054103225614029,-0.1367039674041233,-0.075859454897838,-0.1064737507755072,-0.0796718026082744,-0.1042049084320439,-0.4108743311226095,
ACAD,Op Margin,-9.037414965986397,-17.944736842105264,-328.7567567567568,-607.531914893617,-2680.294117647059,-6.539959872930948,-1.5807125476332584,-1.1293246714005136,-0.5735919288896121,-0.5550257423124282,-0.3415240367702167,-0.3374825994578357,-0.2443257169805946,
ACAD,Net Margin,-9.013605442176871,-17.92105263157895,-325.64864864864865,-603.531914893617,-2693.176470588235,-6.578832971075071,-1.5809880170791055,-1.099394000436454,-0.5393893781909159,-0.5517036204517094,-0.329570657244681,-0.3057000512858084,-0.2354981753037731,
ACAD,Debt Ratio,3.669332723948812,18.256556825823807,27.06712466008301,20.380612436595904,10.025119725309478,13.12884282438819,7.81182828467524,8.837949707965905,9.3182824100514,5.029439549634657,4.396977918456553,3.1366869620435542,2.3395693245452462,
ACER,ROE,-0.1886706820615058,-0.1884580933749139,-0.2806856452550952,-0.7584424465251532,2.564765709080677,0.5598817321262969,1.165928136547742,,,,,,,
ACER,Op Margin,0.0,0.0,0.0,0.0,-12.277019444444443,0.0,0.0,,,,,,,
ACER,Net Margin,0.0,0.0,0.0,0.0,-12.27956388888889,0.0,0.0,,,,,,,
ACER,Debt Ratio,11.985389070649084,9.079041105783404,6.935107804193274,2.2871933531934525,0.9546187528165728,0.4095128434949424,0.3058446760080605,,,,,,,
ACET,ROE,0.0283961849589344,0.0251755819726543,0.0309831117960572,0.0276873441853644,0.0289305491906792,-0.0014231822253624,-0.0349198912909327,-6.880264753234879,-0.3339615941435166,-0.0521659095632552,-0.1021933515314464,-0.2562449595997472,,
ACET,Op Margin,0.0642777782796029,0.0580223946084453,0.0922082603769698,0.0862279319678422,0.1070142928748272,0.0110950044603033,0.0221049004549463,-0.4603436081935311,-2.1890744567949505,-2.8423555230431603,0.0,0.0,,
ACET,Net Margin,0.0414427271988221,0.0396030046684685,0.0579788512376832,0.0533915081000282,0.0628066284915776,-0.0044921626099146,-0.0809675931063079,-0.5068652817496402,-2.048706920627828,-2.8919166057059256,0.0,0.0,,
ACET,Debt Ratio,2.161528949979152,2.3162953607566124,2.790882207984229,1.9897567752503784,2.1983759332933674,1.6111711717269237,1.642514172523672,1.0715816221999637,3.49561443373932,9.465162389343462,8.622496871088861,6.046060134784863,,
